"Town","FIPS","Year","Measure Type","Variable","Value"
"Simsbury","0900368940","2011-2015","Number","Margins of Error",215
"Simsbury","0900368940","2012-2016","Number","Total Households",8997
"Simsbury","0900368940","2012-2016","Number","Margins of Error",211
"Simsbury","0900368940","2013-2017","Number","Total Households",9056
"Simsbury","0900368940","2013-2017","Number","Margins of Error",206
"Somers","0901369220","2006-2010","Number","Total Households",3339
"Somers","0901369220","2006-2010","Number","Margins of Error",155
"Somers","0901369220","2007-2011","Number","Total Households",3246
"Somers","0901369220","2007-2011","Number","Margins of Error",191
"Somers","0901369220","2008-2012","Number","Total Households",3354
"Somers","0901369220","2008-2012","Number","Margins of Error",168
"Somers","0901369220","2009-2013","Number","Total Households",3292
"Somers","0901369220","2009-2013","Number","Margins of Error",165
"Somers","0901369220","2010-2014","Number","Total Households",3326
"Somers","0901369220","2010-2014","Number","Margins of Error",170
"Somers","0901369220","2011-2015","Number","Total Households",3378
"Somers","0901369220","2011-2015","Number","Margins of Error",156
"Somers","0901369220","2012-2016","Number","Total Households",3422
"Somers","0901369220","2012-2016","Number","Margins of Error",140
"Somers","0901369220","2013-2017","Number","Total Households",3401
"Somers","0901369220","2013-2017","Number","Margins of Error",124
"South Windsor","0900371390","2006-2010","Number","Total Households",9467
"South Windsor","0900371390","2006-2010","Number","Margins of Error",237
"South Windsor","0900371390","2007-2011","Number","Total Households",9445
"South Windsor","0900371390","2007-2011","Number","Margins of Error",225
"South Windsor","0900371390","2008-2012","Number","Total Households",9384
"South Windsor","0900371390","2008-2012","Number","Margins of Error",266
"South Windsor","0900371390","2009-2013","Number","Total Households",9321
"South Windsor","0900371390","2009-2013","Number","Margins of Error",257
"South Windsor","0900371390","2010-2014","Number","Total Households",9606
"South Windsor","0900371390","2010-2014","Number","Margins of Error",256
"South Windsor","0900371390","2011-2015","Number","Total Households",9602
"South Windsor","0900371390","2011-2015","Number","Margins of Error",301
"South Windsor","0900371390","2012-2016","Number","Total Households",9739
"South Windsor","0900371390","2012-2016","Number","Margins of Error",257
"South Windsor","0900371390","2013-2017","Number","Total Households",9691
"South Windsor","0900371390","2013-2017","Number","Margins of Error",240
"Southbury","0900969640","2006-2010","Number","Total Households",7423
"Southbury","0900969640","2006-2010","Number","Margins of Error",510
"Southbury","0900969640","2007-2011","Number","Total Households",8196
"Southbury","0900969640","2007-2011","Number","Margins of Error",333
"Southbury","0900969640","2008-2012","Number","Total Households",8022
"Southbury","0900969640","2008-2012","Number","Margins of Error",334
"Southbury","0900969640","2009-2013","Number","Total Households",8039
"Southbury","0900969640","2009-2013","Number","Margins of Error",280
"Southbury","0900969640","2010-2014","Number","Total Households",7841
"Southbury","0900969640","2010-2014","Number","Margins of Error",298
"Southbury","0900969640","2011-2015","Number","Total Households",7669
"Southbury","0900969640","2011-2015","Number","Margins of Error",272
"Southbury","0900969640","2012-2016","Number","Total Households",7782
"Southbury","0900969640","2012-2016","Number","Margins of Error",270
"Southbury","0900969640","2013-2017","Number","Total Households",7756
"Southbury","0900969640","2013-2017","Number","Margins of Error",254
"Southington","0900370550","2006-2010","Number","Total Households",16367
"Southington","0900370550","2006-2010","Number","Margins of Error",324
"Southington","0900370550","2007-2011","Number","Total Households",16857
"Southington","0900370550","2007-2011","Number","Margins of Error",244
"Southington","0900370550","2008-2012","Number","Total Households",17026
"Southington","0900370550","2008-2012","Number","Margins of Error",308
"Southington","0900370550","2009-2013","Number","Total Households",17052
"Southington","0900370550","2009-2013","Number","Margins of Error",350
"Southington","0900370550","2010-2014","Number","Total Households",17115
"Southington","0900370550","2010-2014","Number","Margins of Error",318
"Southington","0900370550","2011-2015","Number","Total Households",17082
"Southington","0900370550","2011-2015","Number","Margins of Error",344
"Southington","0900370550","2012-2016","Number","Total Households",16840
"Southington","0900370550","2012-2016","Number","Margins of Error",344
"Southington","0900370550","2013-2017","Number","Total Households",16887
"Southington","0900370550","2013-2017","Number","Margins of Error",323
"Sprague","0901171670","2006-2010","Number","Total Households",1224
"Sprague","0901171670","2006-2010","Number","Margins of Error",132
"Sprague","0901171670","2007-2011","Number","Total Households",1298
"Sprague","0901171670","2007-2011","Number","Margins of Error",116
"Sprague","0901171670","2008-2012","Number","Total Households",1317
"Sprague","0901171670","2008-2012","Number","Margins of Error",110
"Sprague","0901171670","2009-2013","Number","Total Households",1269
"Sprague","0901171670","2009-2013","Number","Margins of Error",88
"Sprague","0901171670","2010-2014","Number","Total Households",1287
"Sprague","0901171670","2010-2014","Number","Margins of Error",82
"Sprague","0901171670","2011-2015","Number","Total Households",1209
"Sprague","0901171670","2011-2015","Number","Margins of Error",86
"Sprague","0901171670","2012-2016","Number","Total Households",1137
"Sprague","0901171670","2012-2016","Number","Margins of Error",77
"Sprague","0901171670","2013-2017","Number","Total Households",1185
"Sprague","0901171670","2013-2017","Number","Margins of Error",90
"Stafford","0901372090","2006-2010","Number","Total Households",4750
"Stafford","0901372090","2006-2010","Number","Margins of Error",216
"Stafford","0901372090","2007-2011","Number","Total Households",4757
"Stafford","0901372090","2007-2011","Number","Margins of Error",213
"Stafford","0901372090","2008-2012","Number","Total Households",4650
"Stafford","0901372090","2008-2012","Number","Margins of Error",237
"Stafford","0901372090","2009-2013","Number","Total Households",4669
"Stafford","0901372090","2009-2013","Number","Margins of Error",249
"Stafford","0901372090","2010-2014","Number","Total Households",4721
"Stafford","0901372090","2010-2014","Number","Margins of Error",186
"Stafford","0901372090","2011-2015","Number","Total Households",4796
"Stafford","0901372090","2011-2015","Number","Margins of Error",203
"Stafford","0901372090","2012-2016","Number","Total Households",4588
"Stafford","0901372090","2012-2016","Number","Margins of Error",179
"Stafford","0901372090","2013-2017","Number","Total Households",4691
"Stafford","0901372090","2013-2017","Number","Margins of Error",173
"Stamford","0900173070","2006-2010","Number","Total Households",46396
"Stamford","0900173070","2006-2010","Number","Margins of Error",815
"Stamford","0900173070","2007-2011","Number","Total Households",45478
"Stamford","0900173070","2007-2011","Number","Margins of Error",743
"Stamford","0900173070","2008-2012","Number","Total Households",45196
"Stamford","0900173070","2008-2012","Number","Margins of Error",813
"Stamford","0900173070","2009-2013","Number","Total Households",45458
"Stamford","0900173070","2009-2013","Number","Margins of Error",836
"Stamford","0900173070","2010-2014","Number","Total Households",46418
"Stamford","0900173070","2010-2014","Number","Margins of Error",906
"Stamford","0900173070","2011-2015","Number","Total Households",46974
"Stamford","0900173070","2011-2015","Number","Margins of Error",771
"Stamford","0900173070","2012-2016","Number","Total Households",47708
"Stamford","0900173070","2012-2016","Number","Margins of Error",717
"Stamford","0900173070","2013-2017","Number","Total Households",48647
"Stamford","0900173070","2013-2017","Number","Margins of Error",848
"Sterling","0901573420","2006-2010","Number","Total Households",1384
"Sterling","0901573420","2006-2010","Number","Margins of Error",91
"Sterling","0901573420","2007-2011","Number","Total Households",1170
"Sterling","0901573420","2007-2011","Number","Margins of Error",86
"Sterling","0901573420","2008-2012","Number","Total Households",1270
"Sterling","0901573420","2008-2012","Number","Margins of Error",83
"Sterling","0901573420","2009-2013","Number","Total Households",1216
"Sterling","0901573420","2009-2013","Number","Margins of Error",87
"Sterling","0901573420","2010-2014","Number","Total Households",1208
"Sterling","0901573420","2010-2014","Number","Margins of Error",101
"Sterling","0901573420","2011-2015","Number","Total Households",1239
"Sterling","0901573420","2011-2015","Number","Margins of Error",89
"Sterling","0901573420","2012-2016","Number","Total Households",1294
"Sterling","0901573420","2012-2016","Number","Margins of Error",107
"Sterling","0901573420","2013-2017","Number","Total Households",1284
"Sterling","0901573420","2013-2017","Number","Margins of Error",116
"Stonington","0901173770","2006-2010","Number","Total Households",7901
"Stonington","0901173770","2006-2010","Number","Margins of Error",270
"Stonington","0901173770","2007-2011","Number","Total Households",7798
"Stonington","0901173770","2007-2011","Number","Margins of Error",222
"Stonington","0901173770","2008-2012","Number","Total Households",7667
"Stonington","0901173770","2008-2012","Number","Margins of Error",275
"Stonington","0901173770","2009-2013","Number","Total Households",7835
"Stonington","0901173770","2009-2013","Number","Margins of Error",255
"Stonington","0901173770","2010-2014","Number","Total Households",7881
"Stonington","0901173770","2010-2014","Number","Margins of Error",212
"Stonington","0901173770","2011-2015","Number","Total Households",7749
"Stonington","0901173770","2011-2015","Number","Margins of Error",247
"Stonington","0901173770","2012-2016","Number","Total Households",7878
"Stonington","0901173770","2012-2016","Number","Margins of Error",249
"Stonington","0901173770","2013-2017","Number","Total Households",8024
"Stonington","0901173770","2013-2017","Number","Margins of Error",256
"Stratford","0900174190","2006-2010","Number","Total Households",19638
"Stratford","0900174190","2006-2010","Number","Margins of Error",473
"Stratford","0900174190","2007-2011","Number","Total Households",19922
"Stratford","0900174190","2007-2011","Number","Margins of Error",471
"Stratford","0900174190","2008-2012","Number","Total Households",20169
"Stratford","0900174190","2008-2012","Number","Margins of Error",462
"Stratford","0900174190","2009-2013","Number","Total Households",20290
"Stratford","0900174190","2009-2013","Number","Margins of Error",365
"Stratford","0900174190","2010-2014","Number","Total Households",20330
"Stratford","0900174190","2010-2014","Number","Margins of Error",350
"Stratford","0900174190","2011-2015","Number","Total Households",20714
"Stratford","0900174190","2011-2015","Number","Margins of Error",412
"Stratford","0900174190","2012-2016","Number","Total Households",20540
"Stratford","0900174190","2012-2016","Number","Margins of Error",488
"Stratford","0900174190","2013-2017","Number","Total Households",20179
"Stratford","0900174190","2013-2017","Number","Margins of Error",422
"Suffield","0900374540","2006-2010","Number","Total Households",5192
"Suffield","0900374540","2006-2010","Number","Margins of Error",165
"Suffield","0900374540","2007-2011","Number","Total Households",5032
"Suffield","0900374540","2007-2011","Number","Margins of Error",228
"Suffield","0900374540","2008-2012","Number","Total Households",4984
"Suffield","0900374540","2008-2012","Number","Margins of Error",207
"Suffield","0900374540","2009-2013","Number","Total Households",4893
"Suffield","0900374540","2009-2013","Number","Margins of Error",176
"Suffield","0900374540","2010-2014","Number","Total Households",4822
"Suffield","0900374540","2010-2014","Number","Margins of Error",225
"Suffield","0900374540","2011-2015","Number","Total Households",4670
"Suffield","0900374540","2011-2015","Number","Margins of Error",220
"Suffield","0900374540","2012-2016","Number","Total Households",4840
"Suffield","0900374540","2012-2016","Number","Margins of Error",158
"Suffield","0900374540","2013-2017","Number","Total Households",4927
"Suffield","0900374540","2013-2017","Number","Margins of Error",166
"Thomaston","0900575730","2006-2010","Number","Total Households",3214
"Thomaston","0900575730","2006-2010","Number","Margins of Error",169
"Thomaston","0900575730","2007-2011","Number","Total Households",3245
"Thomaston","0900575730","2007-2011","Number","Margins of Error",138
"Thomaston","0900575730","2008-2012","Number","Total Households",3192
"Thomaston","0900575730","2008-2012","Number","Margins of Error",147
"Thomaston","0900575730","2009-2013","Number","Total Households",3046
"Thomaston","0900575730","2009-2013","Number","Margins of Error",136
"Thomaston","0900575730","2010-2014","Number","Total Households",3000
"Thomaston","0900575730","2010-2014","Number","Margins of Error",120
"Thomaston","0900575730","2011-2015","Number","Total Households",2982
"Thomaston","0900575730","2011-2015","Number","Margins of Error",151
"Thomaston","0900575730","2012-2016","Number","Total Households",3027
"Thomaston","0900575730","2012-2016","Number","Margins of Error",130
"Thomaston","0900575730","2013-2017","Number","Total Households",3096
"Thomaston","0900575730","2013-2017","Number","Margins of Error",154
"Thompson","0901575870","2006-2010","Number","Total Households",3629
"Thompson","0901575870","2006-2010","Number","Margins of Error",201
"Thompson","0901575870","2007-2011","Number","Total Households",3685
"Thompson","0901575870","2007-2011","Number","Margins of Error",204
"Thompson","0901575870","2008-2012","Number","Total Households",3618
"Thompson","0901575870","2008-2012","Number","Margins of Error",187
"Thompson","0901575870","2009-2013","Number","Total Households",3646
"Thompson","0901575870","2009-2013","Number","Margins of Error",165
"Thompson","0901575870","2010-2014","Number","Total Households",3673
"Thompson","0901575870","2010-2014","Number","Margins of Error",178
"Thompson","0901575870","2011-2015","Number","Total Households",3736
"Thompson","0901575870","2011-2015","Number","Margins of Error",148
"Thompson","0901575870","2012-2016","Number","Total Households",3701
"Thompson","0901575870","2012-2016","Number","Margins of Error",187
"Thompson","0901575870","2013-2017","Number","Total Households",3681
"Thompson","0901575870","2013-2017","Number","Margins of Error",183
"Tolland","0901376290","2006-2010","Number","Total Households",5273
"Tolland","0901376290","2006-2010","Number","Margins of Error",161
"Tolland","0901376290","2007-2011","Number","Total Households",5380
"Tolland","0901376290","2007-2011","Number","Margins of Error",172
"Tolland","0901376290","2008-2012","Number","Total Households",5459
"Tolland","0901376290","2008-2012","Number","Margins of Error",158
"Tolland","0901376290","2009-2013","Number","Total Households",5441
"Tolland","0901376290","2009-2013","Number","Margins of Error",186
"Tolland","0901376290","2010-2014","Number","Total Households",5427
"Tolland","0901376290","2010-2014","Number","Margins of Error",181
"Tolland","0901376290","2011-2015","Number","Total Households",5238
"Tolland","0901376290","2011-2015","Number","Margins of Error",179
"Tolland","0901376290","2012-2016","Number","Total Households",5186
"Tolland","0901376290","2012-2016","Number","Margins of Error",170
"Tolland","0901376290","2013-2017","Number","Total Households",5092
"Tolland","0901376290","2013-2017","Number","Margins of Error",185
"Torrington","0900576570","2006-2010","Number","Total Households",15607
"Torrington","0900576570","2006-2010","Number","Margins of Error",351
"Torrington","0900576570","2007-2011","Number","Total Households",15560
"Torrington","0900576570","2007-2011","Number","Margins of Error",402
"Torrington","0900576570","2008-2012","Number","Total Households",15335
"Torrington","0900576570","2008-2012","Number","Margins of Error",376
"Torrington","0900576570","2009-2013","Number","Total Households",15322
"Torrington","0900576570","2009-2013","Number","Margins of Error",377
"Torrington","0900576570","2010-2014","Number","Total Households",14820
"Torrington","0900576570","2010-2014","Number","Margins of Error",383
"Torrington","0900576570","2011-2015","Number","Total Households",15023
"Torrington","0900576570","2011-2015","Number","Margins of Error",388
"Torrington","0900576570","2012-2016","Number","Total Households",14808
"Torrington","0900576570","2012-2016","Number","Margins of Error",422
"Torrington","0900576570","2013-2017","Number","Total Households",14907
"Torrington","0900576570","2013-2017","Number","Margins of Error",377
"Trumbull","0900177200","2006-2010","Number","Total Households",11825
"Trumbull","0900177200","2006-2010","Number","Margins of Error",435
"Trumbull","0900177200","2007-2011","Number","Total Households",12193
"Trumbull","0900177200","2007-2011","Number","Margins of Error",263
"Trumbull","0900177200","2008-2012","Number","Total Households",12140
"Trumbull","0900177200","2008-2012","Number","Margins of Error",299
"Trumbull","0900177200","2009-2013","Number","Total Households",12087
"Trumbull","0900177200","2009-2013","Number","Margins of Error",272
"Trumbull","0900177200","2010-2014","Number","Total Households",12205
"Trumbull","0900177200","2010-2014","Number","Margins of Error",282
"Trumbull","0900177200","2011-2015","Number","Total Households",12123
"Trumbull","0900177200","2011-2015","Number","Margins of Error",264
"Trumbull","0900177200","2012-2016","Number","Total Households",12040
"Trumbull","0900177200","2012-2016","Number","Margins of Error",266
"Trumbull","0900177200","2013-2017","Number","Total Households",12383
"Trumbull","0900177200","2013-2017","Number","Margins of Error",295
"Union","0901377830","2006-2010","Number","Total Households",330
"Union","0901377830","2006-2010","Number","Margins of Error",52
"Union","0901377830","2007-2011","Number","Total Households",375
"Union","0901377830","2007-2011","Number","Margins of Error",56
"Union","0901377830","2008-2012","Number","Total Households",350
"Union","0901377830","2008-2012","Number","Margins of Error",52
"Union","0901377830","2009-2013","Number","Total Households",367
"Union","0901377830","2009-2013","Number","Margins of Error",48
"Union","0901377830","2010-2014","Number","Total Households",338
"Union","0901377830","2010-2014","Number","Margins of Error",54
"Union","0901377830","2011-2015","Number","Total Households",329
"Union","0901377830","2011-2015","Number","Margins of Error",41
"Union","0901377830","2012-2016","Number","Total Households",337
"Union","0901377830","2012-2016","Number","Margins of Error",42
"Union","0901377830","2013-2017","Number","Total Households",359
"Union","0901377830","2013-2017","Number","Margins of Error",46
"Vernon","0901378250","2006-2010","Number","Total Households",13099
"Vernon","0901378250","2006-2010","Number","Margins of Error",338
"Vernon","0901378250","2007-2011","Number","Total Households",13031
"Vernon","0901378250","2007-2011","Number","Margins of Error",306
"Vernon","0901378250","2008-2012","Number","Total Households",13271
"Vernon","0901378250","2008-2012","Number","Margins of Error",285
"Vernon","0901378250","2009-2013","Number","Total Households",13280
"Vernon","0901378250","2009-2013","Number","Margins of Error",379
"Vernon","0901378250","2010-2014","Number","Total Households",13167
"Vernon","0901378250","2010-2014","Number","Margins of Error",343
"Vernon","0901378250","2011-2015","Number","Total Households",13177
"Vernon","0901378250","2011-2015","Number","Margins of Error",355
"Vernon","0901378250","2012-2016","Number","Total Households",13134
"Vernon","0901378250","2012-2016","Number","Margins of Error",350
"Vernon","0901378250","2013-2017","Number","Total Households",13194
"Vernon","0901378250","2013-2017","Number","Margins of Error",331
"Voluntown","0901178600","2006-2010","Number","Total Households",989
"Voluntown","0901178600","2006-2010","Number","Margins of Error",56
"Voluntown","0901178600","2007-2011","Number","Total Households",1011
"Voluntown","0901178600","2007-2011","Number","Margins of Error",63
"Voluntown","0901178600","2008-2012","Number","Total Households",1004
"Voluntown","0901178600","2008-2012","Number","Margins of Error",56
"Voluntown","0901178600","2009-2013","Number","Total Households",1022
"Voluntown","0901178600","2009-2013","Number","Margins of Error",56
"Voluntown","0901178600","2010-2014","Number","Total Households",1038
"Voluntown","0901178600","2010-2014","Number","Margins of Error",61
"Voluntown","0901178600","2011-2015","Number","Total Households",986
"Voluntown","0901178600","2011-2015","Number","Margins of Error",69
"Voluntown","0901178600","2012-2016","Number","Total Households",971
"Voluntown","0901178600","2012-2016","Number","Margins of Error",57
"Voluntown","0901178600","2013-2017","Number","Total Households",1006
"Voluntown","0901178600","2013-2017","Number","Margins of Error",60
"Wallingford","0900978740","2006-2010","Number","Total Households",17573
"Wallingford","0900978740","2006-2010","Number","Margins of Error",383
"Wallingford","0900978740","2007-2011","Number","Total Households",17506
"Wallingford","0900978740","2007-2011","Number","Margins of Error",464
"Wallingford","0900978740","2008-2012","Number","Total Households",17113
"Wallingford","0900978740","2008-2012","Number","Margins of Error",404
"Wallingford","0900978740","2009-2013","Number","Total Households",17013
"Wallingford","0900978740","2009-2013","Number","Margins of Error",371
"Wallingford","0900978740","2010-2014","Number","Total Households",17169
"Wallingford","0900978740","2010-2014","Number","Margins of Error",365
"Wallingford","0900978740","2011-2015","Number","Total Households",17692
"Wallingford","0900978740","2011-2015","Number","Margins of Error",316
"Wallingford","0900978740","2012-2016","Number","Total Households",17895
"Wallingford","0900978740","2012-2016","Number","Margins of Error",439
"Wallingford","0900978740","2013-2017","Number","Total Households",18443
"Wallingford","0900978740","2013-2017","Number","Margins of Error",444
"Warren","0900579510","2006-2010","Number","Total Households",580
"Warren","0900579510","2006-2010","Number","Margins of Error",54
"Warren","0900579510","2007-2011","Number","Total Households",596
"Warren","0900579510","2007-2011","Number","Margins of Error",53
"Warren","0900579510","2008-2012","Number","Total Households",604
"Warren","0900579510","2008-2012","Number","Margins of Error",53
"Warren","0900579510","2009-2013","Number","Total Households",595
"Warren","0900579510","2009-2013","Number","Margins of Error",40
"Warren","0900579510","2010-2014","Number","Total Households",575
"Warren","0900579510","2010-2014","Number","Margins of Error",40
"Warren","0900579510","2011-2015","Number","Total Households",593
"Warren","0900579510","2011-2015","Number","Margins of Error",52
"Warren","0900579510","2012-2016","Number","Total Households",603
"Warren","0900579510","2012-2016","Number","Margins of Error",49
"Warren","0900579510","2013-2017","Number","Total Households",613
"Warren","0900579510","2013-2017","Number","Margins of Error",52
"Washington","0900579720","2006-2010","Number","Total Households",1667
"Washington","0900579720","2006-2010","Number","Margins of Error",118
"Washington","0900579720","2007-2011","Number","Total Households",1455
"Washington","0900579720","2007-2011","Number","Margins of Error",137
"Washington","0900579720","2008-2012","Number","Total Households",1483
"Washington","0900579720","2008-2012","Number","Margins of Error",118
"Washington","0900579720","2009-2013","Number","Total Households",1446
"Washington","0900579720","2009-2013","Number","Margins of Error",126
"Washington","0900579720","2010-2014","Number","Total Households",1545
"Washington","0900579720","2010-2014","Number","Margins of Error",135
"Washington","0900579720","2011-2015","Number","Total Households",1466
"Washington","0900579720","2011-2015","Number","Margins of Error",141
"Washington","0900579720","2012-2016","Number","Total Households",1489
"Washington","0900579720","2012-2016","Number","Margins of Error",131
"Washington","0900579720","2013-2017","Number","Total Households",1444
"Washington","0900579720","2013-2017","Number","Margins of Error",148
"Waterbury","0900980070","2006-2010","Number","Total Households",43689
"Waterbury","0900980070","2006-2010","Number","Margins of Error",862
"Waterbury","0900980070","2007-2011","Number","Total Households",42599
"Waterbury","0900980070","2007-2011","Number","Margins of Error",791
"Waterbury","0900980070","2008-2012","Number","Total Households",42241
"Waterbury","0900980070","2008-2012","Number","Margins of Error",732
"Waterbury","0900980070","2009-2013","Number","Total Households",41555
"Waterbury","0900980070","2009-2013","Number","Margins of Error",730
"Waterbury","0900980070","2010-2014","Number","Total Households",40960
"Waterbury","0900980070","2010-2014","Number","Margins of Error",746
"Waterbury","0900980070","2011-2015","Number","Total Households",40213
"Waterbury","0900980070","2011-2015","Number","Margins of Error",752
"Waterbury","0900980070","2012-2016","Number","Total Households",39735
"Waterbury","0900980070","2012-2016","Number","Margins of Error",778
"Waterbury","0900980070","2013-2017","Number","Total Households",39816
"Waterbury","0900980070","2013-2017","Number","Margins of Error",838
"Waterford","0901180280","2006-2010","Number","Total Households",8057
"Waterford","0901180280","2006-2010","Number","Margins of Error",233
"Waterford","0901180280","2007-2011","Number","Total Households",8025
"Waterford","0901180280","2007-2011","Number","Margins of Error",211
"Waterford","0901180280","2008-2012","Number","Total Households",7989
"Waterford","0901180280","2008-2012","Number","Margins of Error",208
"Waterford","0901180280","2009-2013","Number","Total Households",8028
"Waterford","0901180280","2009-2013","Number","Margins of Error",212
"Waterford","0901180280","2010-2014","Number","Total Households",7931
"Waterford","0901180280","2010-2014","Number","Margins of Error",257
"Waterford","0901180280","2011-2015","Number","Total Households",7839
"Waterford","0901180280","2011-2015","Number","Margins of Error",255
"Waterford","0901180280","2012-2016","Number","Total Households",7813
"Waterford","0901180280","2012-2016","Number","Margins of Error",252
"Waterford","0901180280","2013-2017","Number","Total Households",7896
"Waterford","0901180280","2013-2017","Number","Margins of Error",233
"Watertown","0900580490","2006-2010","Number","Total Households",8528
"Watertown","0900580490","2006-2010","Number","Margins of Error",245
"Watertown","0900580490","2007-2011","Number","Total Households",8632
"Watertown","0900580490","2007-2011","Number","Margins of Error",277
"Watertown","0900580490","2008-2012","Number","Total Households",8578
"Watertown","0900580490","2008-2012","Number","Margins of Error",287
"Watertown","0900580490","2009-2013","Number","Total Households",8675
"Watertown","0900580490","2009-2013","Number","Margins of Error",295
"Watertown","0900580490","2010-2014","Number","Total Households",8476
"Watertown","0900580490","2010-2014","Number","Margins of Error",274
"Watertown","0900580490","2011-2015","Number","Total Households",8146
"Watertown","0900580490","2011-2015","Number","Margins of Error",263
"Watertown","0900580490","2012-2016","Number","Total Households",8344
"Watertown","0900580490","2012-2016","Number","Margins of Error",334
"Watertown","0900580490","2013-2017","Number","Total Households",8423
"Watertown","0900580490","2013-2017","Number","Margins of Error",315
"West Hartford","0900382590","2006-2010","Number","Total Households",24651
"West Hartford","0900382590","2006-2010","Number","Margins of Error",406
"West Hartford","0900382590","2007-2011","Number","Total Households",24942
"West Hartford","0900382590","2007-2011","Number","Margins of Error",394
"West Hartford","0900382590","2008-2012","Number","Total Households",25094
"West Hartford","0900382590","2008-2012","Number","Margins of Error",383
"West Hartford","0900382590","2009-2013","Number","Total Households",24910
"West Hartford","0900382590","2009-2013","Number","Margins of Error",415
"West Hartford","0900382590","2010-2014","Number","Total Households",24910
"West Hartford","0900382590","2010-2014","Number","Margins of Error",344
"West Hartford","0900382590","2011-2015","Number","Total Households",24935
"West Hartford","0900382590","2011-2015","Number","Margins of Error",430
"West Hartford","0900382590","2012-2016","Number","Total Households",24640
"West Hartford","0900382590","2012-2016","Number","Margins of Error",380
"West Hartford","0900382590","2013-2017","Number","Total Households",24470
"West Hartford","0900382590","2013-2017","Number","Margins of Error",413
"West Haven","0900982870","2006-2010","Number","Total Households",21641
"West Haven","0900982870","2006-2010","Number","Margins of Error",709
"West Haven","0900982870","2007-2011","Number","Total Households",21535
"West Haven","0900982870","2007-2011","Number","Margins of Error",588
"West Haven","0900982870","2008-2012","Number","Total Households",21878
"West Haven","0900982870","2008-2012","Number","Margins of Error",572
"West Haven","0900982870","2009-2013","Number","Total Households",20875
"West Haven","0900982870","2009-2013","Number","Margins of Error",587
"West Haven","0900982870","2010-2014","Number","Total Households",20463
"West Haven","0900982870","2010-2014","Number","Margins of Error",542
"West Haven","0900982870","2011-2015","Number","Total Households",20137
"West Haven","0900982870","2011-2015","Number","Margins of Error",580
"West Haven","0900982870","2012-2016","Number","Total Households",19961
"West Haven","0900982870","2012-2016","Number","Margins of Error",613
"West Haven","0900982870","2013-2017","Number","Total Households",19387
"West Haven","0900982870","2013-2017","Number","Margins of Error",701
"Westbrook","0900781680","2006-2010","Number","Total Households",2779
"Westbrook","0900781680","2006-2010","Number","Margins of Error",210
"Westbrook","0900781680","2007-2011","Number","Total Households",2855
"Westbrook","0900781680","2007-2011","Number","Margins of Error",180
"Westbrook","0900781680","2008-2012","Number","Total Households",2875
"Westbrook","0900781680","2008-2012","Number","Margins of Error",159
"Westbrook","0900781680","2009-2013","Number","Total Households",2771
"Westbrook","0900781680","2009-2013","Number","Margins of Error",199
"Westbrook","0900781680","2010-2014","Number","Total Households",2733
"Westbrook","0900781680","2010-2014","Number","Margins of Error",153
"Westbrook","0900781680","2011-2015","Number","Total Households",2810
"Westbrook","0900781680","2011-2015","Number","Margins of Error",172
"Westbrook","0900781680","2012-2016","Number","Total Households",2839
"Westbrook","0900781680","2012-2016","Number","Margins of Error",163
"Westbrook","0900781680","2013-2017","Number","Total Households",2873
"Westbrook","0900781680","2013-2017","Number","Margins of Error",152
"Weston","0900183430","2006-2010","Number","Total Households",3270
"Weston","0900183430","2006-2010","Number","Margins of Error",112
"Weston","0900183430","2007-2011","Number","Total Households",3221
"Weston","0900183430","2007-2011","Number","Margins of Error",118
"Weston","0900183430","2008-2012","Number","Total Households",3213
"Weston","0900183430","2008-2012","Number","Margins of Error",119
"Weston","0900183430","2009-2013","Number","Total Households",3154
"Weston","0900183430","2009-2013","Number","Margins of Error",116
"Weston","0900183430","2010-2014","Number","Total Households",3285
"Weston","0900183430","2010-2014","Number","Margins of Error",115
"Weston","0900183430","2011-2015","Number","Total Households",3379
"Weston","0900183430","2011-2015","Number","Margins of Error",136
"Weston","0900183430","2012-2016","Number","Total Households",3440
"Weston","0900183430","2012-2016","Number","Margins of Error",129
"Weston","0900183430","2013-2017","Number","Total Households",3448
"Weston","0900183430","2013-2017","Number","Margins of Error",139
"Westport","0900183500","2006-2010","Number","Total Households",9302
"Westport","0900183500","2006-2010","Number","Margins of Error",217
"Westport","0900183500","2007-2011","Number","Total Households",9432
"Westport","0900183500","2007-2011","Number","Margins of Error",282
"Westport","0900183500","2008-2012","Number","Total Households",9382
"Westport","0900183500","2008-2012","Number","Margins of Error",267
"Westport","0900183500","2009-2013","Number","Total Households",9477
"Westport","0900183500","2009-2013","Number","Margins of Error",219
"Westport","0900183500","2010-2014","Number","Total Households",9558
"Westport","0900183500","2010-2014","Number","Margins of Error",227
"Westport","0900183500","2011-2015","Number","Total Households",9740
"Westport","0900183500","2011-2015","Number","Margins of Error",249
"Westport","0900183500","2012-2016","Number","Total Households",9696
"Westport","0900183500","2012-2016","Number","Margins of Error",206
"Westport","0900183500","2013-2017","Number","Total Households",9820
"Westport","0900183500","2013-2017","Number","Margins of Error",258
"Wethersfield","0900384900","2006-2010","Number","Total Households",11083
"Wethersfield","0900384900","2006-2010","Number","Margins of Error",228
"Wethersfield","0900384900","2007-2011","Number","Total Households",11146
"Wethersfield","0900384900","2007-2011","Number","Margins of Error",235
"Wethersfield","0900384900","2008-2012","Number","Total Households",11123
